Library,Issue link,id,Buggy API,Bug Type,Release,Created Time,Agreement(round 2),Description,
pytorch,https://github.com/pytorch/pytorch/issues/75778,1,torch.matmul,inconsistent result,1.10.2,2022-04-14T02:24:03Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71774,1,torch.matmul,AssertionError,1.10.1,2022-01-25T18:11:30Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/60234,1,torch.matmul,Numerical-reproducibility,1.8.1,2021-06-18T03:22:20Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/53263,1,torch.matmul,inconsistent result,1.7.1,2021-03-04T14:13:05Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77495,1,torch.max,RuntimeError,1.11.0,2022-05-15T00:53:29Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71629,1,torch.max,ERROR,1.10.1,2022-01-21T06:37:39Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73841,1,torch.max_pool1d,RuntimeError,1.10.1,2022-03-06T22:18:14Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73870,1,torch.max_pool1d,inconsistent result,1.10.1,2022-03-07T20:32:16Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73190,1,torch.max_pool1d,Segmentation fault,1.9.0,2022-02-21T17:37:00Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73840,1,torch.max_pool1d,TypeError,1.10.1,2022-03-06T21:57:33Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73191,1,torch.max_pool3d,Segmentation fault,1.9.0,2022-02-21T17:37:52Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71636,1,torch.median,RuntimeError,1.10.1,2022-01-21T14:09:14Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77495,1,torch.min,RuntimeError,1.11.0,2022-05-15T01:03:13Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71629,1,torch.min,ERROR,1.10.1,2022-01-21T06:37:39Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/74167,1,torch.mm,performance bug,1.11.0 ,2022-03-14T15:50:55Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69665,1,torch.mm,RuntimeError,1.10.0,2021-12-09T06:19:28Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69432,1,torch.movedim,INTERNAL ASSERT FAILED,1.10.0,2021-12-05T14:30:05Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/67168,1,torch.mul,RuntimeError,1.10.0,2021-10-25T03:10:11Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/74771,1,torch.multinomial,error,1.12.0,2022-03-25T19:27:05Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/50034,1,torch.multinomial,inconsistent result,1.7.1,2021-01-04T07:05:29Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/68507,1,torch.multiprocessing,performance bug,1.10.0,2021-11-17T05:26:18Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/65198,1,torch.multiprocessing.Pool,RuntimeError,1.9.0,2021-09-17T05:55:19Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/78075,1,torch.multiprocessing.spawn,RuntimeError,1.10.0,2022-05-23T10:40:18Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71472,1,torch.nanmean,RuntimeError,1.10.1,2022-01-19T09:28:08Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77899,1,torch.native_channel_shuffle,Floating point exception,1.11.0,2022-05-19T21:23:13Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/50090,1,torch.native_layer_norm,RuntimeError,1.7.0,2021-01-05T08:19:35Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/79705,1,torch.native_layer_norm,RuntimeError,1.11.0,2022-06-16T14:25:56Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73332,1,torch.nn,RuntimeError,1.9.1,2022-02-24T00:35:04Z,Wenhao,,
pytorch,https://github.com/pytorch/pytorch/issues/73349,1,torch.nn,performance bug,1.9.0,2022-02-24T09:07:58Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/67893,1,torch.nn.AdaptiveMaxPool2d,RuntimeError,1.10.0,2021-11-05T04:21:16Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/72821,1,torch.nn.BatchNorm2d,IndexError,1.10.1,2022-02-14T23:43:38Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/72824,1,torch.nn.BCELoss,RuntimeError,1.10.1,2022-02-14T23:54:56Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71078,1,torch.nn.ConstantPad2d,RuntimeError,1.10.1,2022-01-10T06:04:25Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/59515,1,torch.nn.Conv1d,inconsistent result,1.8.1,2021-06-05T17:21:40Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77844,1,torch.nn.Conv2d,INTERNAL ASSERT FAILED,1.11.0,2022-05-19T10:30:25Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73444,1,torch.nn.Conv2d,Floating point exception,1.9.0,2022-02-25T18:30:01Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77413,1,torch.nn.Conv2d,hang,1.11.0,2022-05-13T13:02:38Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/70480,1,torch.nn.Conv2d,inconsistent result,1.11.0,2021-12-29T03:20:08Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/56698,1,torch.nn.Conv2d,inconsistent result,1.7.1,2021-04-22T14:46:32Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/52211,1,torch.nn.Conv3d,RuntimeError,1.7.1,2021-02-12T16:32:59Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/48945,1,torch.nn.Conv3d,RuntimeError,1.7.0,2020-12-07T20:07:54Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/66542,1,torch.nn.ConvTranspose2d,ValueError,1.9.0,2021-10-13T06:12:20Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/56330,1,torch.nn.ConvTranspose2d,TypeError,1,2021-04-17T13:26:46Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/63004,1,torch.nn.CrossEntropyLoss,inconsistent result,1.9.0,2021-08-09T22:54:26Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/62130,1,torch.nn.DataParallel,RuntimeError,1.9.0,2021-07-23T21:40:01Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69966,1,torch.nn.DataParallel,fail,1.9.1,2021-12-15T06:49:31Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69801,1,torch.nn.Dropout2d,inconsistent result,1.10.1,2021-12-11T01:59:55Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/70170,1,torch.nn.EmbeddingBag,Segmentation fault,1.10.0,2021-12-20T03:36:20Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69960,1,torch.nn.FeatureAlphaDropout,inconsistent result,1.10.1,2021-12-15T04:30:04Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49882,1,torch.nn.functional,inconsistent result,1.7.1,2020-12-28T08:19:21Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/65520,1,torch.nn.functional.batch_norm,RuntimeError,1.9.0,2021-09-23T05:41:38Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71635,1,torch.nn.functional.batch_norm,INTERNAL ASSERT FAILED,1.10.1,2022-01-21T14:03:24Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/51933,1,torch.nn.functional.conv_transpose2d,performance bug,1.7.1,2021-02-09T02:49:54Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/72591,1,torch.nn.functional.conv2d,RuntimeError,1.10.0,2022-02-09T17:30:59Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/59439,1,torch.nn.functional.conv2d,inconsistent result,1.8.1,2021-06-04T11:29:14Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/51732,1,torch.nn.functional.ctc_loss,Segmentation fault,1.8.0,2021-02-04T18:15:43Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69912,1,torch.nn.functional.ctc_loss,inconsistent result,1.11.0,2021-12-14T17:50:54Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/80256,1,torch.nn.functional.dropout,RuntimeError,1.12.0,2022-06-24T23:31:44Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71635,1,torch.nn.functional.instance_norm,INTERNAL ASSERT FAILED,1.10.1,2022-01-21T14:03:24Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/80488,1,torch.nn.functional.kl_div,inconsistent result,1.8.0,2022-06-29T01:16:35Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/78444,1,torch.nn.functional.layer_norm,check failure,1.11.0,2022-05-28T01:47:09Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69969,1,torch.nn.functional.linear,inconsistent result,1.11.0,2021-12-15T08:55:53Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77514,1,torch.nn.functional.max_pool1d,RuntimeError,1.11.0,2022-05-16T00:41:37Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/80204,1,torch.nn.functional.max_unpool1d,inconsistent result,1.11.0,2022-06-24T03:18:52Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73154,1,torch.nn.functional.max_unpool2d,inconsistent result,1.10.1,2022-02-20T10:20:12Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/61523,1,torch.nn.functional.nll_loss,performance bug,1.8.1,2021-07-12T07:32:06Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/70100,1,torch.nn.functional.normalize,feature request,1.10.0,2021-12-17T10:03:49Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/63034,1,torch.nn.functional.pad,UndefinedBehaviorSanitizer,1.9.0,2021-08-10T18:36:57Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/61538,1,torch.nn.functional.pairwise_distance,inconsistent result,1.8.1,2021-07-12T16:25:32Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/72452,1,torch.nn.functional.sigmoid,AttributeError,1.9.1,2022-02-07T21:02:10Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/80206,1,torch.nn.functional.soft_margin_loss,inconsistent result,1.11.0,2022-06-24T03:20:22Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/64535,1,torch.nn.GRU,memory leak, 1.9.0,2021-09-06T03:00:39Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/50192,1,torch.nn.GRU,RuntimeError,1.7.0,2021-01-07T06:55:58Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/76646,1,torch.nn.HuberLoss,backward fail,1.11.0,2022-05-02T02:42:47Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/76012,1,torch.nn.LayerNorm,performance bug,1.11.0,2022-04-19T02:27:00Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73174,1,torch.nn.LayerNorm,INTERNAL ASSERT FAILED,1.10.1,2022-02-21T12:55:16Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/75740,1,torch.nn.Linear,inconsistent result,1.10.1,2022-04-13T16:26:38Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/68179,1,torch.nn.Linear,inconsistent result,1.9.0,2021-11-11T16:00:22Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/74953,1,torch.nn.LSTM,RuntimeError,1.10.0,2022-03-30T13:23:31Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/54499,1,torch.nn.MaxPool1d,RuntimeError,1.5.0,2021-03-23T12:32:09Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/47582,1,torch.nn.Module.apply,RecursionError,1.7.0,2020-11-08T20:08:21Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73176,1,torch.nn.MultiLabelMarginLoss,inconsistent result,1.10.2,2022-02-21T14:44:36Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/79171,1,torch.nn.parallel.distributed.DistributedDataParallel,RuntimeError,1.11.0,2022-06-09T00:03:29Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/74115,1,torch.nn.parallel.DistributedDataParallel,memory usage,1.11.0,2022-03-11T18:17:58Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/63812,1,torch.nn.parallel.DistributedDataParallel,RuntimeError,1.9.0,2021-08-23T21:43:11Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69031,1,torch.nn.parallel.DistributedDataParallel,inconsistent result,1.9.0,2021-11-29T21:56:47Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/72107,1,torch.nn.parallel.DistributedDataParallel,RuntimeError,1.10.0,2022-02-01T13:47:57Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/68331,1,torch.nn.Parameter,inconsistent result,1.10.0,2021-11-15T09:51:33Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/52363,1,torch.nn.quantized.modules.conv.Conv1d,RuntimeError,1.7.0,2021-02-17T18:23:56Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/51134,1,torch.nn.ReplicationPad3d,Segmentation fault,1.8.0,2021-01-26T20:14:42Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49538,1,torch.nn.Unflatten,RuntimeError,1.7.1,2020-12-17T14:48:46Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/70505,1,torch.nn.UninitializedParameter,inconsistent result,1.11.0,2021-12-29T21:45:54Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/72041,1,torch.nn.utils.parametrize,RuntimeError,1.10.0,2022-01-29T19:25:30Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/78153,1,torch.nn.utils.rtorch.nn.pack_sequence,crash,1.11.0,2022-05-24T01:53:35Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71078,1,torch.nn.ZeroPad2d,RuntimeError,1.10.1,2022-01-10T06:04:25Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/67458,1,torch.nonzero,RuntimeError,1.11.0,2021-10-28T18:28:58Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/72175,1,torch.onnx.export,RuntimeError,1.10.2,2022-02-02T13:27:31Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/70446,1,torch.onnx.export,RuntimeError,1.10.1,2021-12-28T12:21:31Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/74034,1,torch.onnx.export,RuntimeError,1.10.0,2022-03-10T14:26:04Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/47217,1,torch.onnx.export,RuntimeError,1.7.0,2020-11-02T19:50:31Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69889,1,torch.onnx.export,crash,1.10.1,2021-12-14T08:26:20Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/75363,1,torch.ops.aten._convolution,inconsistent result,1.11.0,2022-04-06T21:39:33Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/80738,1,torch.ops.aten._native_multi_head_attention,inconsistent result,1.12.0,2022-06-30T20:46:37Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/74943,1,torch.ops.aten.add_,performance bug,1.11.0,2022-03-30T02:10:08Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77223,1,torch.ops.aten.ceil,inconsistent result,1.12.0,2022-05-11T02:33:59Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/80580,1,torch.ops.aten.find,inconsistent result,1.13.0,2022-06-30T01:05:05Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/50402,1,torch.optim,ValueError,1.7.0,2021-01-11T23:09:39Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/53758,1,torch.optim.Adam,ZeroDivisionError,1.7.1,2021-03-10T22:28:42Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/72874,1,torch.optim.lr_scheduler.ConstantLR,inconsistent result,1.10.0,2022-02-15T19:53:38Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/47560,1,torch.optim.lr_scheduler.CosineAnnealingWarmRestarts,inconsistent result,1.7.0,2020-11-07T15:39:37Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/52989,1,torch.optim.lr_scheduler.CyclicLR,OverflowError,1.7.1,2021-03-01T01:17:58Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73910,1,torch.optim.lr_scheduler.CyclicLR,ValueError,1.10.2,2022-03-08T08:26:26Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49885,1,torch.optim.lr_scheduler.ExponentialLR,inconsistent result,1.7.1,2020-12-28T10:39:19Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49885,1,torch.optim.lr_scheduler.MultiplicativeLR,inconsistent result,1.7.1,2020-12-28T10:39:19Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49885,1,torch.optim.lr_scheduler.MultiStepLR,inconsistent result,1.7.1,2020-12-28T10:39:19Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/47513,1,torch.optim.lr_scheduler.ReduceLROnPlateau,inconsistent result,1.7.0,2020-11-06T19:35:25Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69794,1,torch.optim.lr_scheduler.SequentialLR.get_last_lr,AttributeError,1.10.0,2021-12-10T22:32:53Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49885,1,torch.optim.lr_scheduler.StepLR,inconsistent result,1.7.1,2020-12-28T10:39:19Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/70352,1,torch.optim.Rprop,UnboundLocalError,1.10.1,2021-12-23T16:11:58Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/54340,1,torch.polar,RuntimeError,1.8.0,2021-03-19T17:42:01Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73196,1,torch.pow,RuntimeError,1.11.0,2022-02-21T21:26:48Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/76786,1,torch.prod,backward fail,1.11.0,2022-05-04T02:35:22Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/75733,1,torch.prod,INTERNAL ASSERT FAILED,1.11.0,2022-04-13T14:27:35Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/69782,1,torch.profiler,inconsistent result,1.10.0,2021-12-10T19:23:53Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/60783,1,torch.profiler.profile,double counting,1.9.0,2021-06-25T20:49:03Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/58983,1,torch.profiler.profile,performance bug,1.8.1,2021-05-26T09:49:30Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/64795,1,torch.profiler.profile,crash,1.10.0,2021-09-10T02:38:21Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/73828,1,torch.profiler.profile,inconsistent result,1.12.0,2022-03-05T13:53:59Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/56008,1,torch.profiler.profile,Segmentation fault,1.8.1,2021-04-14T10:07:36Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/60084,1,torch.profiler.schedule,performance bug,1.8.1 ,2021-06-16T08:04:07Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/80501,1,torch.quantize_per_tensor,inconsistent result,1.13.0,2022-06-29T07:07:35Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/50037,1,torch.quantized_lstm_cell,Crash,1.7.0,2021-01-04T10:35:26Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49890,1,torch.randint,RuntimeError,1.7.0,2020-12-28T15:23:18Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/61951,1,torch.randn,RuntimeError,1.10.0,2021-07-21T11:28:30Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/62508,1,torch.randn,INTERNAL ASSERT FAILED,1.9.0,2021-07-30T21:41:32Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/79091,1,torch.randn,RuntimeError,1.11.0,2022-06-08T00:27:27Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/64947,1,torch.randn.quantiel,RuntimeError,1.9.0,2021-09-13T19:14:20Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77140,1,torch.randperm,performance bug,1.10.0,2022-05-10T03:46:41Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/63726,1,torch.randperm,result overflows,1.8.1,2021-08-21T13:34:05Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/68935,1,torch.repeat_interleave,hang,1.10.0,2021-11-26T08:54:37Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/51558,1,torch.reshape,inconsistent result,1.7.0,2021-02-02T13:44:49Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/66046,1,torch.save,picking errors,1.9.1,2021-10-02T06:10:12Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/47201,1,torch.save,TypeError,1.7.0,2020-11-02T17:49:56Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/63837,1,torch.scatter,RuntimeError,1.9.1,2021-08-24T05:37:44Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71059,1,torch.scatter,inconsistent result,1.10.1,2022-01-08T15:37:31Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77231,1,torch.scatter_add,RuntimeError,1.11.0,2022-05-11T05:12:17Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/56595,1,torch.set_grad_enabled,RuntimeError,1.8.0,2021-04-21T17:20:45Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/74876,1,torch.set_num_threads,fail,1.11.0,2022-03-29T00:56:24Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/76644,1,torch.smm,backward fail,1.11.0,2022-05-02T02:09:23Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49157,1,torch.softmax,RuntimeError,1.7.0,2020-12-10T10:38:54Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49865,1,torch.solve,performance bug,1.7.0,2020-12-26T08:05:45Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77049,1,torch.sort,performance bug,1.11.0,2022-05-08T15:35:39Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71477,1,torch.sort,IndexError,1.10.1,2022-01-19T15:51:54Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/79542,1,torch.sparse_coo,RuntimeError,1.11.0,2022-06-14T17:39:46Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/65392,1,torch.sparse.sum,inconsistent result,1.10.0a0,2021-09-21T07:36:12Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/75733,1,torch.sparse.sum,INTERNAL ASSERT FAILED,1.11.0,2022-04-13T14:27:35Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/79117,1,torch.squeeze,RuntimeError,1.10.1,2022-06-08T10:40:20Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71479,1,torch.stack,TypeError,1.9.1,2022-01-19T16:37:46Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/75733,1,torch.sum,INTERNAL ASSERT FAILED,1.11.0,2022-04-13T14:27:35Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/56694,1,torch.sum,crash,1.8.1,2021-04-22T14:08:24Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/72909,1,torch.svd_lowrank,inconsistent result,1.10.1,2022-02-16T11:33:01Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/52332,1,torch.Tensor,inconsistent result,1.8.0,2021-02-16T23:57:01Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77962,1,torch.Tensor,inconsistent result,1.11.0,2022-05-20T13:42:42Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/50933,1,torch.Tensor,RuntimeError,1.11.0,2021-01-22T06:54:36Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/70048,1,torch.Tensor,inconsistent result,1.10.1,2021-12-16T16:03:23Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/54487,1,torch.Tensor,RuntimeError,1.7.1,2021-03-23T06:04:25Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/49491,1,torch.Tensor.as_strided,INTERNAL ASSERT FAILED,1.4.0,2020-12-16T20:56:53Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77515,1,torch.Tensor.eq_,INTERNAL ASSERT FAILED,1.11.0,2022-05-16T00:52:17Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/76362,1,torch.Tensor.expand,RuntimeError,1.12.0,2022-04-26T03:37:57Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77515,1,torch.Tensor.ge_,INTERNAL ASSERT FAILED,1.11.0,2022-05-16T00:52:17Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77515,1,torch.Tensor.gt_,INTERNAL ASSERT FAILED,1.11.0,2022-05-16T00:52:17Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/74236,1,torch.Tensor.histc,NotImplementedError,1.10.1,2022-03-15T09:26:26Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/78443,1,torch.Tensor.index_fill,check failure,1.11.0,2022-05-28T01:29:24Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/76347,1,torch.Tensor.index_select,RuntimeError,1.12.0,2022-04-25T22:28:40Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71155,1,torch.Tensor.indexed_add,RuntimeError,1.10.1,2022-01-11T07:45:14Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/72055,1,torch.Tensor.indexed_add,inconsistent result,1.10.1,2022-01-31T10:08:26Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77515,1,torch.Tensor.le_,INTERNAL ASSERT FAILED,1.11.0,2022-05-16T00:52:17Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77515,1,torch.Tensor.ne_,INTERNAL ASSERT FAILED,1.11.0,2022-05-16T00:52:17Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/78611,1,torch.Tensor.reshape,inconsistent result,1.13.0,2022-06-01T07:25:25Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/66924,1,torch.Tensor.uniform_,inconsistent result,1.9.1,2021-10-20T03:41:25Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/71058,1,torch.Tensor.where,TypeError, 1.10.1,2022-01-08T15:18:11Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/56314,1,torch.Tensordot,INTERNAL ASSERT FAILED,1.8.0,2021-04-17T00:54:43Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/70388,1,torch.Tensordot,RuntimeError,1.10.0,2021-12-24T11:44:03Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77517,1,torch.Tensordot,INTERNAL ASSERT FAILED,1.11.0,2022-05-16T01:19:22Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77233,1,torch.Tensordot,RuntimeError,1.11.0,2022-05-11T05:41:41Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/55260,1,torch.testing._internal.common_utils,inconsistent result,1.9.0,2021-04-02T22:45:01Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/65528,1,torch.to,RuntimeError,1.9.1,2021-09-23T11:05:50Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/77951,1,torch.topk,inconsistent result,1.11.0,2022-05-20T07:48:48Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/50352,1,torch.tril_indices,inconsistent result,1.8.0,2021-01-10T15:21:11Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/64041,1,torch.unique,inconsistent result,1.9.0,2021-08-26T18:37:08Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/76571,1,torch.unique,inconsistent result,1.12.0,2022-04-29T00:29:32Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/62066,1,torch.utils.data.DataLoader,memory leak,1.9.0,2021-07-22T23:43:27Z,,,
pytorch,https://github.com/pytorch/pytorch/issues/78987,1,torch.utils.data.DataLoader,ReadersFullError,1.11.0,2022-06-07T01:26:18Z,,,
